Sample type,Count,BOLD database sequence,Data entry Sequence,Box Number,microplate ID,Well ID (for Jessica),Plate Count,NHS sequence number (BOLD Sample ID),spp,sequence,Label year,Date,Harvest Year,Age trait bee,Age Bee,Sex,KILLPROV,Lat DD,LongDD,Central Rectrix Length, Central Rectrix  Quill Dia , Central Moult code ,Longest Rectrix Length,Longest Rectrix Quill Dia ,Longest Moult code,Most lateral Rectrix Length,Most lateral Rectrix Quill Dia,Most Lateral Moult code,"Comment (e.g., missing feather)",Jim ID#,Jim Date,Jim Age,Jim Species,Jim Skull length (mm),Jim 2nd measurement,Jim CR length (entered at NWRC),Jim CR QD (entered at NWRC),Jim notes,Difference between NWRC and Jim measurement,Inferred Species Identification (BOLD ID engine),BOLD Processid,rechecked?,
NHS Barcoded,1,478,472,5,CCDB-26631,D10,92,172152790,1721,52790,2009,03-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.41666667,-99.23333333,129,0.089,,140,0.113,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE478-16,,
NHS Barcoded,1,220,214,3,CCDB-25615,B12,24,172152791,1721,52791,2009,12-Oct-14,2014,T only,Immature,Unknown,Manitoba,49.28333333,-100.3333333,113,0.089,,125,0.098,,124,0.104,,,,,,,,,,,,,Branta hutchinsii,GOOSE220-16,,
NHS Barcoded,1,425,419,5,CCDB-26631,A11,39,172152792,1721,52792,2009,26-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.56666667,-97.06666667,142,0.101,,143,0.111,,135,0.106,,,,,,,,,,,,,Branta hutchinsii,GOOSE425-16,,
NHS Barcoded,1,223,217,3,CCDB-25615,C03,27,172152793,1721,52793,2009,12-Oct-14,2014,T only,Adult,Unknown,Manitoba,49.28333333,-100.3333333,,, missing ,140,0.104,,139,0.099,,MG confirmed,,,,,,,,,,,Branta hutchinsii,GOOSE223-16,rechecked,
NHS Barcoded,1,291,285,3,CCDB-25615,H11,95,172152794,1721,52794,2009,18-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.13333333,-100.2333333,118,0.093,,130,0.098,,122,0.089,,,,,,,,,,,,,Branta hutchinsii,GOOSE291-16,,
NHS Barcoded,1,259,253,3,CCDB-25615,F03,63,172152795,1721,52795,2009,,2014,Both Same,Adult,Unknown,Manitoba,49.76666667,-100.0333333,,, 3A ,138,0.12,,132,0.111,,,,,,,,,,,,,Branta hutchinsii,GOOSE259-16,,
NHS Barcoded,1,424,418,5,CCDB-26631,B12,38,172152796,1721,52796,2009,18-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.13333333,-100.2333333,,, DAMAGED ,144,0.116,,139,0.116,,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE424-16,rechecked,
NHS Barcoded,1,1025,1019,11,CCDB-26540,C03,69,172152797,1721,52797,2009,20-Sep-14,2014,Both Same,Adult,Unknown,Alberta,51.41666667,-110.8,143,0.096,,159,0.116,,153,0.113,,,,,,,,,,,,,Branta hutchinsii,GOOSE1025-16,,
NHS Barcoded,1,283,277,3,CCDB-25615,H03,87,172152798,1721,52798,2009,26-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,49.8,-99.26666667,132,0.096,,145,0.111,,137,0.111,,,,,,,,,,,,,Branta hutchinsii,GOOSE283-16,,
NHS Barcoded,1,1021,1015,11,CCDB-26540,C07,65,172152799,1721,52799,2009,30-Sep-14,2014,Both Same,Immature,Unknown,Alberta,51.41666667,-110.8,125,0.093,,142,0.11,,139,0.106,,,,,,,,,,,,,Branta hutchinsii,GOOSE1021-16,,
NHS Barcoded,1,139,133,2,CCDB-25614,D02,38,172152800,1721,52800,2009,26-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,49.8,-99.26666667,116,0.093,,128,0.098,,126,0.093,,,,,,,,,,,,,Branta hutchinsii,GOOSE139-16,,
NHS Barcoded,1,806,800,9,CCDB-26628,E08,40,172152801,1721,52801,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,54.43333333,-108.7166667,143,0.104,,153,0.116,,147,0.113,,CR confirmed JF,,,,,,,,,,,Branta canadensis,GOOSE806-16,,
NHS Barcoded,1,807,801,9,CCDB-26628,E07,41,172152803,1721,52803,2009,13-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,54.43333333,-108.7166667,122,0.106,,138,0.116,,129,0.116,,,,,,,,,,,,,Branta hutchinsii,GOOSE807-16,,
NHS Barcoded,1,890,884,10,CCDB-26627,F07,29,172152804,1721,52804,2009,01-Nov-14,2014,Both Same,Immature,Unknown,Saskatchewan,53.65,-109.2833333,126,0.089,,141,0.104,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE890-16,,
NHS Barcoded,1,809,803,9,CCDB-26628,E05,43,172152805,1721,52805,2009,18-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,50.96666667,-105.25,145,0.106,,159,0.128,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE809-16,,
NHS Barcoded,1,891,885,10,CCDB-26627,F06,30,172152806,1721,52806,2009,01-Nov-14,2014,Both Same,Adult,Unknown,Saskatchewan,53.65,-109.2833333,149,0.104,,154,0.113,,,,CUT,,,,,,,,,,,,Branta hutchinsii,GOOSE891-16,,
NHS Barcoded,1,808,802,9,CCDB-26628,E06,42,172152807,1721,52807,2009,18-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,50.96666667,-105.25,148,0.098,,162,0.113,,148,0.11,,,,,,,,,,,,,Branta hutchinsii,GOOSE808-16,,
NHS Barcoded,1,892,886,10,CCDB-26627,F05,31,172152808,1721,52808,2009,01-Nov-14,2014,Both Same,Adult,Unknown,Saskatchewan,53.65,-109.2833333,143,0.12,,150,0.128,,144,0.128,,,,,,,,,,,,,Branta hutchinsii,GOOSE892-16,,
NHS Barcoded,1,810,804,9,CCDB-26628,E04,44,172152809,1721,52809,2009,18-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,50.96666667,-105.25,116,0.086,,129,0.099,,126,0.099,,,,,,,,,,,,,Branta hutchinsii,GOOSE810-16,,
NHS Barcoded,1,863,857,10,CCDB-26627,H10,2,172152810,1721,52810,2009,01-Nov-14,2014,Both Same,Immature,Unknown,Saskatchewan,53.65,-109.2833333,115,0.089,,128,0.093,,128,0.099,,LR remeasured MG,,,,,,,,,,,Branta hutchinsii,GOOSE863-16,rechecked,
NHS Barcoded,1,811,805,9,CCDB-26628,E03,45,172152811,1721,52811,2009,20-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,53.05,-108.7833333,137,0.093,,142,0.111,,141,0.113,,,,,,,,,,,,,Branta hutchinsii,GOOSE811-16,,
NHS Barcoded,1,864,858,10,CCDB-26627,H09,3,172152812,1721,52812,2009,28-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,50.38333333,-108.1666667,149,0.104,,165,0.128,,,,missing,"CR remeasured JF, MG, down from 150",,,,,,,,,,,Branta canadensis,GOOSE864-16,rechecked,
NHS Barcoded,1,817,811,9,CCDB-26628,D09,51,172152813,1721,52813,2009,27-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,53.03333333,-108.6833333,135,0.093,,145,0.106,,142,0.116,,,,,,,,,,,,,Branta hutchinsii,GOOSE817-16,,
NHS Barcoded,1,865,859,10,CCDB-26627,H08,4,172152814,1721,52814,2009,01-Nov-14,2014,Both Same,Immature,Unknown,Saskatchewan,53.65,-109.2833333,125,0.093,,137,0.106,,134,0.11,,,,,,,,,,,,,Branta hutchinsii,GOOSE865-16,,
NHS Barcoded,1,818,812,9,CCDB-26628,D08,52,172152815,1721,52815,2009,24-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.03333333,-108.95,140,0.111,,150,0.128,,144,0.136,,,,,,,,,,,,,Branta hutchinsii,GOOSE818-16,,
NHS Barcoded,1,866,860,10,CCDB-26627,H07,5,172152816,1721,52816,2009,28-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.58333333,-106.1166667,142,0.111,,156,0.12,,145,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE866-16,,
NHS Barcoded,1,639,633,7,CCDB 26630,C09,63,172152817,1721,52817,2009,28-Sep-14,2014,Both Same,Immature,Unknown,Saskatchewan,54.3,-108.7333333,122,0.093,,146,0.111,,141,0.104,,"CR remeasured MG, down from 124",,,,,,,,,,,Branta canadensis,GOOSE639-16,rechecked,
NHS Barcoded,1,804,798,9,CCDB-26628,E10,38,172152818,1721,52818,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,54.43333333,-108.7166667,125,0.093,,158,0.12,,150,0.111,,,,,,,,,,,,,Branta hutchinsii,GOOSE804-16,,
NHS Barcoded,1,642,636,7,CCDB 26630,C06,66,172152819,1721,52819,2009,28-Sep-14,2014,Both Same,Immature,Unknown,Saskatchewan,54.3,-108.7333333,121,0.093,,135,0.104,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE642-16,,
NHS Barcoded,1,805,799,9,CCDB-26628,E09,39,172152820,1721,52820,2009,13-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,54.43333333,-108.7166667,119,0.089,,134,0.104,,121,0.096,,,,,,,,,,,,,Branta hutchinsii,GOOSE805-16,,
NHS Barcoded,1,658,652,7,CCDB 26630,B02,82,172152821,1721,52821,2009,25-Oct-14,2014,Both Same,Adult,Unknown,Alberta,53.33333333,-110.25,142,0.111,,151,0.12,,142,0.113,,,,,,,,,,,,,Branta hutchinsii,GOOSE658-16,,
NHS Barcoded,1,752,746,8,CCDB-26629,B03,81,172152822,1721,52822,2009,20-Sep-14,2014,Both Same,Immature,Unknown,Saskatchewan,53.56666667,-106.8166667,,, missing ,155,0.111,,,,1A,MG confirmed,,,,,,,,,,,Branta canadensis,GOOSE752-16,rechecked,
NHS Barcoded,1,757,751,8,CCDB-26629,A10,86,172152823,1721,52823,2009,16-Sep-14,2014,Both Same,Adult,Unknown,Alberta,53.63333333,-111.8833333,140,0.096,,150,0.116,,138,0.111,,,,,,,,,,,,,Branta hutchinsii,GOOSE757-16,,
NHS Barcoded,1,773,767,9,CCDB-26628,H05,7,172152824,1721,52824,2009,27-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,53.55,-106.9333333,139,0.12,,155,0.136,,145,0.128,,,,,,,,,,,,,Branta hutchinsii,GOOSE773-16,,
NHS Barcoded,1,756,750,8,CCDB-26629,A11,85,172152825,1721,52825,2009,16-Sep-14,2014,Both Same,Adult,Unknown,Alberta,53.63333333,-111.8833333,144,0.106,,155,0.12,,148,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE756-16,,
NHS Barcoded,1,751,745,8,CCDB-26629,B04,80,172152826,1721,52826,2009,27-Sep-14,2014,Both Same,Immature,Unknown,Saskatchewan,53.03333333,-108.6833333,112,0.093,,133,0.106,,127,0.104,,,,,,,,,,,,,Branta hutchinsii,GOOSE751-16,,
NHS Barcoded,1,750,744,8,CCDB-26629,B05,79,172152828,1721,52828,2009,20-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,53.05,-108.7833333,142,0.101,,150,0.113,,145,0.113,,CR and ML remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE750-16,rechecked,
NHS Barcoded,1,911,905,10,CCDB-26627,D10,50,172152829,1721,52829,2009,14-Sep-14,2014,Both Same,Adult,Unknown,British Columbia,48.91666667,-123.65,146,, 4A ,170,0.128,,171,0.136,,CR and LR remeasured MG,,,,,,,,,,,Branta canadensis,GOOSE911-16,rechecked,
NHS Barcoded,1,758,752,8,CCDB-26629,A09,87,172152830,1721,52830,2009,20-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,53.05,-108.7833333,140,0.106,,154,0.128,,150,0.128,,,,,,,,,,,,,Branta hutchinsii,GOOSE758-16,,
NHS Not Barcoded or measured,1,2337,,,,,,172152831,1721,52831,2009,30-Sep-14,2014,T only,Immature,Unknown,Alberta,56.11666667,-118.0333333,,,,,,,,,,,,,,,,,,,,,,,,
NHS Barcoded,1,869,863,10,CCDB-26627,H04,8,172152832,1721,52832,2009,04-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.95,-97.46666667,149,0.113,,163,0.136,,156,0.128,,CR confirmed JF,,,,,,,,,,,Branta canadensis,GOOSE869-16,,
NHS Not Barcoded or measured,1,2338,,,,,,172152834,1721,52834,2009,04-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.51666667,-97.21666667,,,,,,,,,,,,,,,,,,,,,,,,
NHS Not Barcoded or measured,1,2339,,,,,,172152835,1721,52835,2009,05-Sep-14,2014,Both Same,Adult,Unknown,Alberta,53.78333333,-112.3333333,,,,,,,,,,,,,,,,,,,,,,,,
NHS Barcoded,1,912,906,10,CCDB-26627,D09,51,172152836,1721,52836,2009,27-Feb-15,2014,Both Same,Adult,Unknown,British Columbia,49.2,-122.3,125,0.089,,132,0.101,,124,0.098,,,,,,,,,,,,,Branta hutchinsii,GOOSE912-16,,
NHS Not Barcoded ,1,2340,,,,,,172152837,1721,52837,2009,21-Sep-14,2014,Both Same,Adult,Unknown,Alberta,53.91666667,-113.4166667,140,0.111,,164,0.12,,,,,,,,,,,,,,,,,,,
NHS Barcoded,1,772,766,9,CCDB-26628,H06,6,172152838,1721,52838,2009,27-Feb-15,2014,Both Same,Adult,Unknown,British Columbia,49.2,-122.3,140,0.101,,150,0.116,,,,DAMAGED,,,,,,,,,,,,Branta hutchinsii,GOOSE772-16,,
NHS Barcoded,1,657,651,7,CCDB 26630,B03,81,172152839,1721,52839,2009,04-Nov-14,2014,Both Same,Adult,Unknown,Alberta,50.05,-111.0833333,138,0.101,,151,0.12,,147,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE657-16,,
NHS Barcoded,1,839,833,9,CCDB-26628,B11,73,172152840,1721,52840,2009,11-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.16666667,-99.01666667,118,0.093,,127,0.096,,123,0.096,,,,,,,,,,,,,Branta hutchinsii,GOOSE839-16,,
NHS Barcoded,1,755,749,8,CCDB-26629,A12,84,172152842,1721,52842,2009,30-Sep-14,2014,Both Same,Adult,Unknown,Alberta,,,141,0.111,,155,0.128,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE755-16,,
NHS Barcoded,1,885,879,10,CCDB-26627,F12,24,172152844,1721,52844,2009,30-Sep-14,2014,Both Same,Immature,Unknown,Alberta,,,120,0.093,,137,0.106,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE885-16,,
NHS Not Barcoded or measured,1,2341,,,,,,172152848,1721,52848,2009,29-Sep-14,2014,Both Same,Immature,Unknown,Alberta,56.15,-118.0666667,,,,,,,,,,,,,,,,,,,,,,,,
NHS Not Barcoded or measured,1,2342,,,,,,172152850,1721,52850,2009,30-Sep-14,2014,Both Same,Immature,Unknown,Alberta,,,,,,,,,,,,,,,,,,,,,,,,,,
NHS Barcoded,1,801,795,9,CCDB-26628,F01,35,172152852,1721,52852,2009,30-Sep-14,2014,Both Same,Immature,Unknown,Alberta,,,130,0.101,,155,0.12,,152,0.12,,CR confirmed JF,,,,,,,,,,,Branta canadensis,GOOSE801-16,,
NHS Barcoded,1,626,620,7,CCDB 26630,D10,50,172152861,1721,52861,2009,12-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,52.65,-105.6166667,122,0.096,,136,0.11,,132,0.106,,,,,,,,,,,,,Branta hutchinsii,GOOSE626-16,,
NHS Barcoded,1,621,615,7,CCDB 26630,E03,45,172152862,1721,52862,2009,28-Sep-14,2014,Both Same,Adult,Unknown,Alberta,51.35,-111.9,143,0.104,,158,0.116,,151,0.116,,,,,,,,,,,,,Branta hutchinsii,GOOSE621-16,,
NHS Barcoded,1,628,622,7,CCDB 26630,D08,52,172152863,1721,52863,2009,12-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.65,-105.6166667,,, missing ,149,0.116,,144,0.116,,MG confirmed,,,,,,,,,,,Branta hutchinsii,GOOSE628-16,rechecked,
NHS Barcoded,1,637,631,7,CCDB 26630,C11,61,172152864,1721,52864,2009,14-Sep-14,2014,Both Same,Adult,Unknown,Alberta,54.75,-112.8166667,131,0.106,,165,0.12,,140,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE637-16,,
NHS Barcoded,1,627,621,7,CCDB 26630,D09,51,172152865,1721,52865,2009,12-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,52.65,-105.6166667,117,0.086,,139,0.104,,126,0.098,,,,,,,,,,,,,Branta hutchinsii,GOOSE627-16,,
NHS Barcoded,1,620,614,7,CCDB 26630,E04,44,172152866,1721,52866,2009,22-Sep-14,2014,Both Same,Adult,Unknown,Alberta,52.35,-112.7166667,142,0.106,,158,0.116,,157,0.106,,,,,,,,,,,,,Branta hutchinsii,GOOSE620-16,,
NHS Barcoded,1,599,593,7,CCDB 26630,G01,23,172152867,1721,52867,2009,12-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,52.65,-105.6166667,125,0.098,,130,0.101,,125,0.099,,,,,,,,,,,,,Branta hutchinsii,GOOSE599-16,,
NHS Barcoded,1,661,655,7,CCDB 26630,A11,85,172152868,1721,52868,2009,20-Sep-14,2014,Both Same,Immature,Unknown,Saskatchewan,53.2,-105.2666667,122,0.099,,135,0.111,,,,1A,LR remeasured MG,,,,,,,,,,,Branta hutchinsii,GOOSE661-16,rechecked,
NHS Barcoded,1,598,592,7,CCDB 26630,G02,22,172152869,1721,52869,2009,12-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.65,-105.6166667,138,0.099,,160,0.12,,142,0.116,,,,,,,,,,,,,Branta hutchinsii,GOOSE598-16,,
NHS Barcoded,1,580,574,7,CCDB 26630,H08,4,172152870,1721,52870,2009,12-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.65,-105.6166667,133,0.096,,146,0.11,,,,missing,LR remeasured MG,,,,,,,,,,,Branta hutchinsii,GOOSE580-16,rechecked,
NHS Barcoded,1,831,825,9,CCDB-26628,C07,65,172152871,1721,52871,2009,08-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.03333333,-105.3666667,138,0.106,,151,0.128,,141,0.128,,,,,,,,,,,,,Branta hutchinsii,GOOSE831-16,,
NHS Barcoded,1,597,591,7,CCDB 26630,G03,21,172152872,1721,52872,2009,12-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.65,-105.6166667,130,0.096,,148,0.116,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE597-16,,
NHS Barcoded,1,824,818,9,CCDB-26628,D02,58,172152874,1721,52874,2009,12-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,52.65,-105.6166667,113,0.089,,129,0.104,,122,0.101,,,,,,,,,,,,,Branta hutchinsii,GOOSE824-16,,
NHS Barcoded,1,610,604,7,CCDB 26630,F02,34,172152875,1721,52875,2009,19-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.2,-103.85,131,0.101,,144,0.12,,139,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE610-16,,
NHS Barcoded,1,920,914,10,CCDB-26627,D01,59,172152876,1721,52876,2009,08-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.03333333,-105.3666667,128,0.11,   ,150,0.116,,140,0.116,,,,,,,,,,,,,Branta hutchinsii,GOOSE920-16,,
NHS Barcoded,1,609,603,7,CCDB 26630,F03,33,172152877,1721,52877,2009,19-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.2,-103.85,138,0.099,,146,0.116,,137,0.111,,,,,,,,,,,,,Branta hutchinsii,GOOSE609-16,,
NHS Barcoded,1,816,810,9,CCDB-26628,D10,50,172152878,1721,52878,2009,08-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,52.03333333,-105.3666667,116,0.089,,126,0.099,,119,0.098,,,,,,,,,,,,,Branta hutchinsii,GOOSE816-16,,
NHS Barcoded,1,638,632,7,CCDB 26630,C10,62,172152879,1721,52879,2009,02-Oct-14,2014,Both Same,Adult,Unknown,Alberta,54.95,-112.9333333,149,0.113,,164,0.128,,155,0.128,,,,,,,,,,,,,Branta hutchinsii,GOOSE638-16,,
NHS Barcoded,1,815,809,9,CCDB-26628,D11,49,172152880,1721,52880,2009,08-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,52.03333333,-105.3666667,121,0.093,,130,0.104,,118,0.093,,,,,,,,,,,,,Branta hutchinsii,GOOSE815-16,,
NHS Barcoded,1,625,619,7,CCDB 26630,D11,49,172152882,1721,52882,2009,08-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,52.03333333,-105.3666667,118,0.089,,138,0.106,,136,0.111,,,,,,,,,,,,,Branta hutchinsii,GOOSE625-16,,
NHS Not Barcoded or measured,1,2343,,,,,,172152890,1721,52890,2009,23-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,,,,,,,,,,,,,,,,,,,,,,,,,,
NHS Barcoded,1,848,842,9,CCDB-26628,B02,82,172152892,1721,52892,2009,23-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,,,145,0.111,,166,0.128,,160,0.136,,"CR remeasured JF,MG down from 146",,,,,,,,,,,Branta canadensis,GOOSE848-16,rechecked,
NHS Barcoded,1,828,822,9,CCDB-26628,C10,62,172152893,1721,52893,2009,23-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,,,145,0.113,,149,0.128,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE828-16,,
NHS Barcoded,1,854,848,9,CCDB-26628,A08,88,172152894,1721,52894,2009,23-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,,,144,0.106,,157,0.116,,144,0.111,,,,,,,,,,,,,Branta hutchinsii,GOOSE854-16,,
NHS Barcoded,1,582,576,7,CCDB 26630,H06,6,172152895,1721,52895,2009,27-Sep-14,2014,Both Same,Immature,Unknown,Saskatchewan,53.03333333,-108.6833333,122,0.096,,137,0.106,,133,0.113,,,,,,,,,,,,,Branta hutchinsii,GOOSE582-16,,
NHS Barcoded,1,829,823,9,CCDB-26628,C09,63,172152896,1721,52896,2009,23-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,,,146,0.111,,161,0.128,,150,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE829-16,,
NHS Not Barcoded ,1,2344,,,,,,172152897,1721,52897,2009,20-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,53.2,-105.2666667,134,0.104,,,,missing,,,missing,,,,,,,,,,,,,,,
NHS Barcoded,1,581,575,7,CCDB 26630,H07,5,172152898,1721,52898,2009,19-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.3,-103.8166667,144,0.11,,158,0.12,,154,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE581-16,,
NHS Barcoded,1,846,840,9,CCDB-26628,B04,80,172152899,1721,52899,2009,08-Oct-14,2014,Both Same,Immature,Unknown,Saskatchewan,52.03333333,-105.3666667,121,0.086,,142,0.101,,140,0.106,,,,,,,,,,,,,Branta hutchinsii,GOOSE846-16,,
NHS Barcoded,1,851,845,9,CCDB-26628,A11,85,172152900,1721,52900,2009,28-Sep-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.23333333,-105.95,139,0.099,,146,0.111,,145,0.113,,,,,,,,,,,,,Branta hutchinsii,GOOSE851-16,,
NHS Barcoded,1,889,883,10,CCDB-26627,F08,28,172154481,1721,54481,2009,11-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,51.43333333,-107.0166667,145,0.106,,148,0.111,,139,0.111,,,,,,,,,,,,,Branta hutchinsii,GOOSE889-16,,
NHS Barcoded,1,888,882,10,CCDB-26627,F09,27,172154483,1721,54483,2009,11-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,51.43333333,-107.0166667,136,0.104,,154,0.116,,145,0.113,,,,,,,,,,,,,Branta hutchinsii,GOOSE888-16,,
NHS Barcoded,1,485,479,6,CCDB 26455,A04,4,172154484,1721,54484,2009,29-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.16666667,-106.6333333,149,0.104,,150,0.12,,138,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE485-16,,
NHS Barcoded,1,887,881,10,CCDB-26627,F10,26,172154485,1721,54485,2009,08-Nov-14,2014,Both Same,Adult,Unknown,Saskatchewan,50.26666667,-108.3333333,126,0.101,,134,0.113,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE887-16,,
NHS Barcoded,1,886,880,10,CCDB-26627,F11,25,172154486,1721,54486,2009,08-Nov-14,2014,Both Same,Adult,Unknown,Saskatchewan,50.26666667,-108.3333333,136,0.106,,145,0.12,,,,1A,,,,,,,,,,,,Branta hutchinsii,GOOSE886-16,,
NHS Barcoded,1,800,794,9,CCDB-26628,F02,34,172154487,1721,54487,2009,08-Nov-14,2014,Both Same,Adult,Unknown,Saskatchewan,50.26666667,-108.3333333,146,0.104,,154,0.116,,148,0.113,,,,,,,,,,,,,Branta hutchinsii,GOOSE800-16,,
NHS Barcoded,1,799,793,9,CCDB-26628,F03,33,172154488,1721,54488,2009,08-Nov-14,2014,Both Same,Adult,Unknown,Saskatchewan,50.26666667,-108.3333333,137,0.104,,146,0.128,,139,0.116,,,,,,,,,,,,,Branta hutchinsii,GOOSE799-16,,
NHS Barcoded,1,812,806,9,CCDB-26628,E02,46,172154489,1721,54489,2009,08-Nov-14,2014,Both Same,Adult,Unknown,Saskatchewan,50.26666667,-108.3333333,151,0.104,,159,0.113,,158,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE812-16,,
NHS Barcoded,1,486,480,6,CCDB 26455,A05,5,172154491,1721,54491,2009,29-Oct-14,2014,Both Same,Adult,Unknown,Saskatchewan,52.16666667,-106.6333333,148,0.115,,157,0.128,,150,0.136,,,,,,,,,,,,,Branta hutchinsii,GOOSE486-16,,
NHS Barcoded,1,477,471,5,CCDB-26631,D11,91,172154501,1721,54501,2009,16-Sep-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,121,0.098,,149,0.113,,148,0.116,,"CR remeasured JF, down from 121",,,,,,,,,,,Branta canadensis,GOOSE477-16,rechecked,
NHS Barcoded,1,212,206,3,CCDB-25615,B04,16,172154502,1721,54502,2009,08-Oct-14,2014,Both Same,Immature,Unknown,Manitoba,50.1,-99.63333333,121,0.093,,136,0.104,,131,0.098,,,,,,,,,,,,,Branta hutchinsii,GOOSE212-16,,
NHS Barcoded,1,476,470,5,CCDB-26631,D12,90,172154503,1721,54503,2009,21-Sep-14,2014,Both Same,Immature,Unknown,Manitoba,50.01666667,-96.93333333,128,0.099,,140,0.12,,131,0.113,,"CR remeasured JF, MG down from 129",,,,,,,,,,,Branta canadensis,GOOSE476-16,rechecked,
NHS Barcoded,1,199,193,3,CCDB-25615,A03,3,172154504,1721,54504,2009,04-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.4,-99.31666667,113,0.086,,127,0.11,,112,0.101,,,,,,,,,,,,,Branta hutchinsii,GOOSE199-16,,
NHS Barcoded,1,226,220,3,CCDB-25615,C06,30,172154505,1721,54505,2009,24-Sep-14,2014,Both Same,Immature,Unknown,Manitoba,49.75,-97.25,121,0.089,,139,0.11,,137,0.111,,"CR remeasured MG, down from 122",,,,,,,,,,,Branta canadensis,GOOSE226-16,rechecked,
NHS Barcoded,1,384,378,4,CCDB-26454,H09,93,172154506,1721,54506,2009,04-Oct-14,2014,Both Same,Adult,Unknown,Manitoba,49.4,-99.31666667,139,0.099,,158,0.116,,152,0.12,,,,,,,,,,,,,Branta hutchinsii,GOOSE384-16,,
